순번,어장명,정점,위도,위도 변환,경도,경도 변환,어장종류,년도,월,일,기상,수심(m),수온(저),수온(차이),염분(저),Ph(저),DO(저),COD(저),NH4-N(저),NO3-N(저),NO2-N(저),DIN(저),TN(저),DIP(저),TP(저),SIO2-SI(저),CHL-A(저),SS(저),투명도
4710,진해만,9,35°05´07˝,35.0852777777778,128°28´57˝,128.4825,굴/미더덕,2019,6,11,맑음,12,17.95,4.05,33.49,7.66,2.83,0.52,0.033,0.004,0.004,0.041,0.187,0.014,0.031,0.912,2.27,6.4,4
4713,진해만,14,34°59´57˝,34.9991666666667,128°29´38˝,128.493888888889,굴,2019,6,11,맑음,22,16.01,4.77,33.7,7.67,2.95,0.75,0.046,0.052,0.031,0.129,0.28,0.033,0.045,1.272,0.64,6.6,6.5
4714,진해만,15,34°59´02˝,34.9838888888889,128°27´10˝,128.452777777778,굴,2019,6,11,맑음,16,16.62,5.39,33.57,7.63,2.3,0.91,0.082,0.021,0.009,0.112,0.277,0.036,0.05,1.566,0.95,6.9,5.5
4715,진해만,16,34°57´01˝,34.9502777777778,128°26´44˝,128.445555555556,굴,2019,6,11,맑음,18,16.11,5.59,33.51,7.6,2.07,1.03,0.012,0.002,0.001,0.014,0.187,0.009,0.024,0.868,0.88,25.6,8
4718,진해만,20,34°56´16˝,34.9377777777778,128°28´03˝,128.4675,굴,2019,6,11,맑음,16,16.91,4.35,33.41,7.61,2.34,0.67,0.027,0.002,0.001,0.03,0.161,0.008,0.025,0.667,2.37,5.9,6
4738,진해만,21,34°55´06˝,34.9183333333333,128°30´39˝,128.510833333333,굴,2019,6,10,맑음,15,17.16,4.06,33.53,7.58,1.99,0.75,0.06,0.013,0.004,0.077,0.24,0.021,0.037,0.86,2.42,7,8
4740,진해만,23,34°55´11˝,34.9197222222222,128°33´43˝,128.561944444444,굴/진주담치,2019,6,10,맑음,19,15.94,4.26,33.64,7.6,2.51,1.56,0.02,0.006,0.003,0.028,0.214,0.017,0.036,0.881,0.92,9.2,7
4839,통영,4,34°51´30˝,34.8583333333333,128°25´29˝,128.424722222222,우렁쉥이,2019,6,4,맑음,5,18.77,4.5,33.85,7.93,1.74,2.63,0.004,0.004,0,0.008,0.281,0.003,0.044,0.67,18.61,5.6,3
5821,진해만,23,34°55´11˝,34.9197222222222,128°33´43˝,128.561944444444,굴/진주담치,2018,10,7,맑음,19,21.17,0.43,32.34,7.5,0.6,0.73,0.047,0.057,0.026,0.131,0.317,0.02,0.048,0.481,1.92,6.2,6
5823,진해만,25,34°56´53˝,34.9480555555556,128°33´47˝,128.563055555556,굴/진주담치,2018,10,7,맑음,24,20.2,1.65,32.72,7.5,0.45,1.11,0.256,0.002,0.002,0.26,0.389,0.083,0.103,1.992,0.72,3.2,7.5
5824,진해만,26,34°58´37˝,34.9769444444445,128°36´04˝,128.601111111111,굴/진주담치,2018,10,7,맑음,21,20.25,1.28,32.74,7.54,0.63,0.83,0.188,0.015,0.017,0.22,0.333,0.076,0.08,1.92,1.17,4.1,9
5832,진해만,13,35°00´40˝,35.0111111111111,128°33´39˝,128.560833333333,굴,2018,10,6,맑음,22,20.73,0.57,32.15,7.39,0.52,0.79,0.197,0.014,0.009,0.219,0.406,0.071,0.107,1.735,0.52,5.1,5
5833,진해만,14,34°59´57˝,34.9991666666667,128°29´38˝,128.493888888889,굴,2018,10,6,맑음,23,20.61,0.82,32.53,7.42,0.54,1.01,0.172,0.062,0.027,0.261,0.394,0.071,0.081,1.805,0.64,4.1,6
5834,진해만,15,34°59´02˝,34.9838888888889,128°27´10˝,128.452777777778,굴,2018,10,6,맑음,17,21.32,0.609999999999999,32.03,7.4,2.92,1.21,0.079,0.062,0.026,0.167,0.365,0.029,0.06,0.742,1.27,3.9,6
5836,진해만,17,34°54´52˝,34.9144444444444,128°27´24˝,128.456666666667,굴,2018,10,6,맑음,14,21.81,0.239999999999998,31.71,7.55,2.05,0.77,0.109,0.017,0.006,0.133,0.241,0.018,0.038,0.566,3.51,5.2,10
5839,진해만,20,34°56´16˝,34.9377777777778,128°28´03˝,128.4675,굴,2018,10,6,맑음,16,21.66,0.0899999999999999,31.93,7.51,1.24,1.35,0.186,0.027,0.011,0.224,0.353,0.042,0.054,1.105,1.77,20.8,7
6042,통영,4,34°51´30˝,34.8583333333333,128°25´29˝,128.424722222222,우렁쉥이,2018,8,8,구름조금,7,27.95,1.75,33.02,7.94,2.75,3.39,0.019,0.035,0.008,0.062,0.261,0.019,0.053,0.383,5.38,2.8,3.5
6043,통영,5,34°51´43˝,34.8619444444445,128°23´41˝,128.394722222222,굴/우렁쉥이,2018,8,8,구름조금,10,26.05,4.11,33.03,7.95,3,3.23,0.014,0.025,0.007,0.046,0.154,0.016,0.044,0.376,2.73,4,7
6044,통영,6,34°51´45˝,34.8625,128°22´10˝,128.369444444444,굴,2018,8,8,구름조금,10,24.18,6.03,33.07,7.78,1.73,2.27,0.015,0.014,0.007,0.036,0.122,0.01,0.032,0.203,1.69,3,7
6048,고성자란만,3,34°53´45˝,34.8958333333333,128°17´15˝,128.2875,굴,2018,8,8,구름조금,10,25.85,4.19,32.08,7.91,2.96,2.19,0.009,0.019,0.005,0.033,0.154,0.017,0.028,0.216,9.56,4.6,5.5
6049,고성자란만,4,34°55´55˝,34.9319444444444,128°19´11˝,128.319722222222,굴,2018,8,8,구름조금,5,28.37,2.41,33.07,7.97,2.98,3.19,0.009,0.027,0.004,0.041,0.171,0.019,0.043,0.312,4.24,5.2,3
6050,고성자란만,5,34°54´52˝,34.9144444444444,128°13´49˝,128.230277777778,굴,2018,8,8,구름조금,9,26.57,4.18,32.98,8,2.83,2.59,0.017,0.03,0.006,0.053,0.135,0.016,0.046,0.321,1.28,4.4,7
6052,고성자란만,7,34°55´19˝,34.9219444444444,128°15´21˝,128.255833333333,굴,2018,8,8,구름조금,10,25,5.82,32.77,7.91,2.48,2.67,0.007,0.019,0.006,0.032,0.148,0.018,0.038,0.453,3.25,3.4,7
6082,진해만,6,35°01´18˝,35.0216666666667,128°38´00˝,128.633333333333,굴/진주담치,2018,8,7,맑음,31,17.81,9.92,33.24,7.57,2.64,0.97,0.159,0.086,0.012,0.257,0.46,0.055,0.069,1.14,1.41,5.3,7
6085,진해만,23,34°55´11˝,34.9197222222222,128°33´43˝,128.561944444444,굴/진주담치,2018,8,7,맑음,18,20.5,7.79,32.25,7.57,1.25,1.36,0.076,0.036,0.013,0.124,0.342,0.006,0.041,0.582,2.18,4.9,10.5
6086,진해만,24,34°54´34˝,34.9094444444444,128°36´30˝,128.608333333333,굴/진주담치,2018,8,7,맑음,11,22.77,4.64,31.82,7.77,1.53,1.15,0.068,0.005,0.002,0.075,0.275,0.006,0.034,0.249,4.2,3.7,5
6087,진해만,25,34°56´53˝,34.9480555555556,128°33´47˝,128.563055555556,굴/진주담치,2018,8,7,맑음,20,19.7,9.65,32.44,7.54,1.52,1.05,0.05,0.106,0.022,0.178,0.337,0.016,0.037,0.699,1.82,5.7,7.5
6088,진해만,26,34°58´37˝,34.9769444444445,128°36´04˝,128.601111111111,굴/진주담치,2018,8,7,맑음,20,19.04,9.94,32.71,7.89,1.7,1.3,0.058,0.032,0.006,0.096,0.184,0.012,0.016,0.463,1.95,1.5,8
6115,진해만,7,35°03´12˝,35.0533333333333,128°34´14˝,128.570555555556,진주담치,2018,8,6,맑음,18,20.8,7.58,32.62,7.7,1.89,0.97,0.199,0.062,0.013,0.274,0.451,0.063,0.07,1.305,1.2,4.8,9
6119,진해만,11,35°03´12˝,35.0533333333333,128°30´58˝,128.516111111111,굴,2018,8,6,맑음,16,21.9,7.47,32.44,7.78,2.57,1.47,0.098,0.017,0.006,0.121,0.317,0.027,0.043,0.602,4.76,13.3,9
6120,진해만,12,35°01´44˝,35.0288888888889,128°30´00˝,128.5,굴/미더덕,2018,8,6,맑음,18,19.32,10.82,32.62,7.66,1.65,1.6,0.141,0.012,0.005,0.157,0.372,0.031,0.048,0.7,3.56,6.3,8.5
6121,진해만,13,35°00´40˝,35.0111111111111,128°33´39˝,128.560833333333,굴,2018,8,6,맑음,22,18,11.7,33.08,7.48,0.58,1.45,0.286,0.011,0.004,0.302,0.492,0.072,0.085,1.355,1.72,6.3,8.5
6122,진해만,14,34°59´57˝,34.9991666666667,128°29´38˝,128.493888888889,굴,2018,8,6,맑음,24,17.55,12.98,33.21,7.5,0.51,1.89,0.481,0.002,0,0.484,0.709,0.129,0.15,2.099,1.57,2.4,11
6151,마산만,4,35°07´18˝,35.1216666666667,128°36´07˝,128.601944444444,진주담치,2018,8,4,맑음,14,20.76,6.76,32.07,7.5,0.58,1.88,0.099,0.009,0.003,0.112,0.309,0.024,0.04,0.072,2,5.1,8
6152,마산만,5,35°09´01˝,35.1502777777778,128°35´40˝,128.594444444444,진주담치,2018,8,4,맑음,12,21.5,5.87,31.83,7.61,1.01,2.59,0.035,0.002,0.001,0.038,0.251,0.018,0.038,0.034,3.46,4.4,4
6156,진해만,3,35°03´06˝,35.0516666666667,128°40´45˝,128.679166666667,진주담치,2018,8,4,맑음,37,20.8,6.37,32.58,7.73,2.97,1.36,0.13,0.074,0.012,0.217,0.365,0.048,0.057,0.986,2.08,8.9,6.5
6281,마산만,2,35°08´14˝,35.1372222222222,128°40´48˝,128.68,진주담치,2018,6,6,맑음,7,18.13,3.91,33.08,7.86,1.59,1.76,0.012,0.003,0,0.016,0.259,0,0.024,0.289,9.31,10.8,2
6285,마산만,6,35°11´48˝,35.1966666666667,128°35´05˝,128.584722222222,진주담치,2018,6,6,맑음,6,16.82,3.87,32.84,7.5,1.54,2.31,0.016,0.004,0,0.02,0.332,0.019,0.067,0.76,8.42,7.8,2.5
6288,통영,4,34°51´30˝,34.8583333333333,128°25´29˝,128.424722222222,우렁쉥이,2018,6,6,맑음,7,17.66,6.1,33.82,7.88,2.52,2.15,0.021,0.034,0.006,0.06,0.217,0.018,0.026,0.622,5.1,5.2,1.5
6374,진해만,8,35°05´20˝,35.0888888888889,128°31´38˝,128.527222222222,굴/미더덕,2018,6,4,맑음,12,16.27,5.47,32.98,7.52,1.98,2.65,0.012,0.003,0,0.015,0.278,0.005,0.04,0.709,9.3,8,4
6375,진해만,9,35°05´07˝,35.0852777777778,128°28´57˝,128.4825,굴/미더덕,2018,6,4,맑음,12,16.03,6.87,32.9,7.64,2.23,1.3,0.013,0.003,0,0.017,0.24,0.005,0.026,0.483,4.18,7.8,2.5
6379,진해만,14,34°59´57˝,34.9991666666667,128°29´38˝,128.493888888889,굴,2018,6,4,맑음,22,14.8,6.77,33,7.32,1.44,1.35,0.014,0.004,0.001,0.019,0.265,0.014,0.032,1.16,3.47,8,4.5
6380,진해만,15,34°59´02˝,34.9838888888889,128°27´10˝,128.452777777778,굴,2018,6,4,맑음,16,15.16,4.23,32.94,7.75,2.3,2.56,0.016,0.003,0,0.019,0.336,0.011,0.045,0.752,11.35,6.5,3.5
6381,진해만,16,34°57´01˝,34.9502777777778,128°26´44˝,128.445555555556,굴,2018,6,4,맑음,19,14.64,4.49,32.94,7.66,1.39,1.78,0.016,0.004,0,0.02,0.319,0.006,0.04,0.823,6.71,5.6,4
6382,진해만,17,34°54´52˝,34.9144444444444,128°27´24˝,128.456666666667,굴,2018,6,4,맑음,14,15.01,4.98,32.86,7.5,1.75,2.85,0.008,0.004,0,0.012,0.335,0.005,0.049,0.537,13.1,15.4,4.5
6383,진해만,18,34°54´18˝,34.905,128°25´57˝,128.4325,굴,2018,6,4,맑음,11,15.55,2.64,32.77,7.65,2.1,2.73,0.02,0.004,0,0.024,0.402,0.012,0.053,0.669,11.3,9,3.5
6384,진해만,20,34°56´16˝,34.9377777777778,128°28´03˝,128.4675,굴,2018,6,4,맑음,17,14.82,5.23,32.93,7.57,1.47,1.43,0.016,0.003,0,0.019,0.249,0.006,0.025,0.712,5.09,4.7,4.5
6418,진해만,13,35°00´40˝,35.0111111111111,128°33´39˝,128.560833333333,굴,2018,6,3,맑음,22,14.95,5.05,33.09,7.28,2.66,1.3,0.012,0.003,0,0.016,0.236,0.005,0.023,0.79,3.03,5.2,5
6420,진해만,21,34°56´51˝,34.9475,128°29´45˝,128.495833333333,굴,2018,6,3,맑음,15,15.46,5.84,32.93,7.57,1.1,1.47,0.015,0.003,0,0.018,0.241,0.01,0.032,0.927,4.59,5.1,6
6425,진해만,26,34°58´37˝,34.9769444444445,128°36´04˝,128.601111111111,굴/진주담치,2018,6,3,맑음,21,14.28,6.73,32.99,7.69,2.18,1.35,0.016,0.004,0,0.02,0.253,0.01,0.037,0.948,3.73,5.4,5.5
6976,제주,5,33°17´34˝,33.2927777777778,126°50´15˝,126.8375,연안,2017,10,27,맑음,1,0,20.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6977,한림,1,33°27´54˝,33.465,126°18´39˝,126.310833333333,연안,2017,10,27,맑음,1,0,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6980,한림,5,33°16´47˝,33.2797222222222,126°50´32˝,126.842222222222,연안,2017,10,27,맑음,1,0,20.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6981,대정,1,33°14´46˝,33.2461111111111,126°11´43˝,126.195277777778,연안,2017,10,27,맑음,1,0,21.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6987,서귀포,3,33°26´00˝,33.4333333333333,126°56´36˝,126.943333333333,연안,2017,10,26,맑음,1,0,22.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6988,표선,1,33°18´03˝,33.3008333333333,126°50´06˝,126.835,연안,2017,10,26,맑음,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6991,성산,2,33°33´35˝,33.5597222222222,126°48´52˝,126.814444444444,연안,2017,10,26,맑음,1,0,18.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6992,조천,1,33°33´35˝,33.5597222222222,126°48´52˝,126.814444444444,연안,2017,10,26,맑음,1,0,19.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7091,진해만,27,34°57´53˝,34.9647222222222,128°38´48˝,128.646666666667,굴/진주담치,2017,10,17,맑음,13,21.59,0.289999999999999,31.92,7.93,2.56,1.34,0.184,0.051,0.026,0.262,0.465,0.049,0.058,1.157,0.88,4.8,5.5
7116,진해만,9,35°05´07˝,35.0852777777778,128°28´57˝,128.4825,굴/미더덕,2017,10,16,흐림,11,21.38,0.349999999999998,31.9,7.74,2.88,1.42,0.072,0.067,0.051,0.19,0.378,0.034,0.045,0.822,2.18,0.8,6.5
7121,진해만,15,34°59´02˝,34.9838888888889,128°27´10˝,128.452777777778,굴,2017,10,16,흐림,16,21.47,0,32.12,7.68,2.43,2.19,0.182,0.082,0.044,0.308,0.61,0.059,0.069,1.634,1.12,3.9,7.5
7167,진해만,25,34°56´53˝,34.9480555555556,128°33´47˝,128.563055555556,굴/진주담치,2017,10,13,맑음,22,21.65,0.780000000000001,32.06,7.72,1.06,1.34,0.138,0.056,0.029,0.223,0.443,0.042,0.051,0.875,1.29,1,8
7168,진해만,26,34°58´37˝,34.9769444444445,128°36´04˝,128.601111111111,굴/진주담치,2017,10,13,맑음,21,21.91,0.390000000000001,31.94,7.78,1.91,1.02,0.185,0.036,0.022,0.243,0.437,0.048,0.053,0.944,1.04,2.2,9
7219,통영,4,34°51´30˝,34.8583333333333,128°25´29˝,128.424722222222,우렁쉥이,2017,10,11,구름조금,7.2,22.06,2.35,32.34,8.09,2.97,4.01,0.264,0.073,0.023,0.36,0.425,0.048,0.064,0.722,22.38,4.6,2.7
7247,제주,5,33°17´34˝,33.2927777777778,126°50´15˝,126.8375,마을,2017,8,30,맑음,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7248,제주,5,33°17´34˝,33.2927777777778,126°50´15˝,126.8375,마을,2017,8,30,맑음,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7249,한림,1,33°27´54˝,33.465,126°18´39˝,126.310833333333,마을,2017,8,30,맑음,1,0,23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7250,한림,1,33°27´54˝,33.465,126°18´39˝,126.310833333333,마을,2017,8,30,맑음,1,0,23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7253,한림,5,33°16´47˝,33.2797222222222,126°50´32˝,126.842222222222,마을,2017,8,30,맑음,1,0,26.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7254,한림,5,33°16´47˝,33.2797222222222,126°50´32˝,126.842222222222,마을,2017,8,30,맑음,1,0,26.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7255,조천,1,33°33´35˝,33.5597222222222,126°48´52˝,126.814444444444,마을,2017,8,30,맑음,1,0,24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7256,조천,1,33°33´35˝,33.5597222222222,126°48´52˝,126.814444444444,마을,2017,8,30,맑음,1,0,24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7263,대정,1,33°14´46˝,33.2461111111111,126°11´43˝,126.195277777778,마을,2017,8,29,맑음,1,0,24.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7264,대정,1,33°14´46˝,33.2461111111111,126°11´43˝,126.195277777778,마을,2017,8,29,맑음,1,0,24.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7273,서귀포,3,33°26´00˝,33.4333333333333,126°56´36˝,126.943333333333,마을,2017,8,29,맑음,1,0,25.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7274,서귀포,3,33°26´00˝,33.4333333333333,126°56´36˝,126.943333333333,마을,2017,8,29,맑음,1,0,25.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7275,표선,1,33°18´03˝,33.3008333333333,126°50´06˝,126.835,마을,2017,8,29,맑음,1,0,22.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7276,표선,1,33°18´03˝,33.3008333333333,126°50´06˝,126.835,마을,2017,8,29,맑음,1,0,22.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7281,성산,2,33°33´35˝,33.5597222222222,126°48´52˝,126.814444444444,마을,2017,8,29,맑음,1,0,20.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7282,성산,2,33°33´35˝,33.5597222222222,126°48´52˝,126.814444444444,마을,2017,8,29,맑음,1,0,20.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7479,천수만,2,36°35´41˝,36.5947222222222,126°24´12˝,126.403333333333,굴,2017,8,5,맑음,17,27.03,4.04,30.71,7.78,2.86,2.15,0.328,0.021,0.004,0.353,0.559,0,0.078,1.598,1.97,46,1.4
7480,천수만,2,36°35´41˝,36.5947222222222,126°24´12˝,126.403333333333,굴,2017,8,5,맑음,17,27.03,4.04,30.71,7.78,2.86,2.15,0.328,0.021,0.004,0.353,0.559,0.072,0.078,1.598,1.97,46,1.4
7577,마산만,5,35°09´01˝,35.1502777777778,128°35´40˝,128.594444444444,진주담치,2017,8,3,맑음,14,20.73,7.31,33.46,7.75,0.81,2.92,0.049,0.005,0.002,0.055,0.22,0,0.043,0.335,4.24,7.4,5
7578,마산만,5,35°09´01˝,35.1502777777778,128°35´40˝,128.594444444444,진주담치,2017,8,3,맑음,14,20.73,7.31,33.46,7.75,0.81,2.92,0.049,0.005,0.002,0.055,0.22,0.029,0.043,0.335,4.24,7.4,5
7593,진해만,25,34°56´53˝,34.9480555555556,128°33´47˝,128.563055555556,굴/진주담치,2017,8,3,맑음,22,19.86,6.48,33.8,7.91,2.79,1.26,0.008,0.001,0.001,0.01,0.139,0,0.02,0.082,2.4,5.6,12
7594,진해만,25,34°56´53˝,34.9480555555556,128°33´47˝,128.563055555556,굴/진주담치,2017,8,3,맑음,22,19.86,6.48,33.8,7.91,2.79,1.26,0.008,0.001,0.001,0.01,0.139,0.009,0.02,0.082,2.4,5.6,12
7642,진해만,4,35°03´35˝,35.0597222222222,128°38´27˝,128.640833333333,진주담치,2017,8,2,맑음,28,18.03,8.5,33.91,7.79,1.67,1.11,0.1,0.124,0.01,0.234,0.338,0,0.07,1.509,2.67,8.8,3
7643,진해만,4,35°03´35˝,35.0597222222222,128°38´27˝,128.640833333333,진주담치,2017,8,2,맑음,28,18.03,8.5,33.91,7.79,1.67,1.11,0.1,0.124,0.01,0.234,0.338,0.06,0.07,1.509,2.67,8.8,3
7644,진해만,7,35°03´12˝,35.0533333333333,128°34´14˝,128.570555555556,진주담치,2017,8,2,맑음,18,18.76,6.98,33.83,7.76,1.08,1.03,0.137,0.048,0.006,0.19,0.313,0,0.063,1.234,2.76,4.5,4
7645,진해만,7,35°03´12˝,35.0533333333333,128°34´14˝,128.570555555556,진주담치,2017,8,2,맑음,18,18.76,6.98,33.83,7.76,1.08,1.03,0.137,0.048,0.006,0.19,0.313,0.051,0.063,1.234,2.76,4.5,4
7654,진해만,12,35°01´44˝,35.0288888888889,128°30´00˝,128.5,굴/미더덕,2017,8,2,맑음,19,21.97,4.47,32.45,7.76,0.96,1.19,0.12,0.109,0.011,0.24,0.324,0,0.08,1.91,2.25,2.9,4.5
7655,진해만,12,35°01´44˝,35.0288888888889,128°30´00˝,128.5,굴/미더덕,2017,8,2,맑음,19,21.97,4.47,32.45,7.76,0.96,1.19,0.12,0.109,0.011,0.24,0.324,0.073,0.08,1.91,2.25,2.9,4.5
7656,진해만,13,35°00´40˝,35.0111111111111,128°33´39˝,128.560833333333,굴,2017,8,2,맑음,22,17.65,7.21,33.98,8.02,1.66,1.91,0.009,0.008,0,0.017,0.188,0,0.037,0.381,7.96,6.1,5
7657,진해만,13,35°00´40˝,35.0111111111111,128°33´39˝,128.560833333333,굴,2017,8,2,맑음,22,17.65,7.21,33.98,8.02,1.66,1.91,0.009,0.008,0,0.017,0.188,0.018,0.037,0.381,7.96,6.1,5
7658,진해만,14,34°59´57˝,34.9991666666667,128°29´38˝,128.493888888889,굴,2017,8,2,맑음,23,18.21,5.92,33.92,7.98,0.86,1.38,0.166,0.03,0.008,0.205,0.343,0,0.09,1.653,1.87,2.5,5
7659,진해만,14,34°59´57˝,34.9991666666667,128°29´38˝,128.493888888889,굴,2017,8,2,맑음,23,18.21,5.92,33.92,7.98,0.86,1.38,0.166,0.03,0.008,0.205,0.343,0.072,0.09,1.653,1.87,2.5,5
7672,통영,4,34°51´30˝,34.8583333333333,128°25´29˝,128.424722222222,우렁쉥이,2017,8,2,구름조금,7.2,22.04,6.34,33.81,7.56,0.42,3.81,0.02,0.039,0.01,0.07,0.366,0,0.074,0.424,10.5,4.4,2.8
7673,통영,4,34°51´30˝,34.8583333333333,128°25´29˝,128.424722222222,우렁쉥이,2017,8,2,구름조금,7.2,22.04,6.34,33.81,7.56,0.42,3.81,0.02,0.039,0.01,0.07,0.366,0.03,0.074,0.424,10.5,4.4,2.8
7674,통영,5,34°51´43˝,34.8619444444445,128°23´41˝,128.394722222222,굴/우렁쉥이,2017,8,2,구름조금,9.5,20.44,7.79,33.88,7.52,0.38,3.3,0.021,0.028,0.01,0.059,0.197,0,0.063,0.708,7.17,3.8,3.4
7675,통영,5,34°51´43˝,34.8619444444445,128°23´41˝,128.394722222222,굴/우렁쉥이,2017,8,2,구름조금,9.5,20.44,7.79,33.88,7.52,0.38,3.3,0.021,0.028,0.01,0.059,0.197,0.029,0.063,0.708,7.17,3.8,3.4
7676,통영,6,34°51´45˝,34.8625,128°22´10˝,128.369444444444,굴,2017,8,2,구름조금,10.2,19.52,8.82,33.86,7.6,0.38,2.18,0.014,0.027,0.009,0.05,0.205,0,0.05,0.38,7.09,9.2,5.8
7677,통영,6,34°51´45˝,34.8625,128°22´10˝,128.369444444444,굴,2017,8,2,구름조금,10.2,19.52,8.82,33.86,7.6,0.38,2.18,0.014,0.027,0.009,0.05,0.205,0.026,0.05,0.38,7.09,9.2,5.8
7686,고성자란만,4,34°55´55˝,34.9319444444444,128°19´11˝,128.319722222222,굴,2017,8,2,구름조금,5.4,22.01,5.67,33.78,7.78,2.93,3.3,0.02,0.046,0.008,0.074,0.208,0,0.063,1.627,9.41,4.4,3.2
7687,고성자란만,4,34°55´55˝,34.9319444444444,128°19´11˝,128.319722222222,굴,2017,8,2,구름조금,5.4,22.01,5.67,33.78,7.78,2.93,3.3,0.02,0.046,0.008,0.074,0.208,0.036,0.063,1.627,9.41,4.4,3.2
7690,고성자란만,6,34°55´19˝,34.9219444444444,128°15´11˝,128.253055555556,굴,2017,8,2,구름조금,8.5,21.5,6.82,33.61,7.79,2.34,3.46,0.019,0.025,0.013,0.058,0.131,0,0.048,1.408,16.24,4.4,5.2
7691,고성자란만,6,34°55´19˝,34.9219444444444,128°15´11˝,128.253055555556,굴,2017,8,2,구름조금,8.5,21.5,6.82,33.61,7.79,2.34,3.46,0.019,0.025,0.013,0.058,0.131,0.038,0.048,1.408,16.24,4.4,5.2
7900,진해만,36,34°59´57˝,34.9991666666667,128°29´38˝,128.493888888889,패류,2017,6,6,흐림,22,15.63,4.46,33.7,7.55,2.79,1.21,0.074,0.04,0.035,0.148,0.236,0.026,0.036,1.415,0.93,3.9,6.5
7901,진해만,37,34°59´02˝,34.9838888888889,128°27´10˝,128.452777777778,패류,2017,6,6,흐림,17,16.14,4.7,33.74,7.63,2.87,1.57,0.077,0.028,0.022,0.128,0.236,0.024,0.036,1.42,1.67,4.9,7
7989,제주,5,33°17´34˝,33.2927777777778,126°50´15˝,126.8375,연안,2017,6,1,맑음,1,0,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7990,한림,2,33°27´54˝,33.465,126°18´39˝,126.310833333333,연안,2017,6,1,맑음,1,0,17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7993,한림,5,33°16´47˝,33.2797222222222,126°50´32˝,126.842222222222,연안,2017,6,1,맑음,1,0,17.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7994,대정,1,33°14´46˝,33.2461111111111,126°11´43˝,126.195277777778,연안,2017,6,1,맑음,1,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8000,서귀포,3,33°26´00˝,33.4333333333333,126°56´36˝,126.943333333333,연안,2017,5,31,맑음,1,0,17.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8001,표선,1,33°18´03˝,33.3008333333333,126°50´06˝,126.835,연안,2017,5,31,맑음,1,0,17.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8004,성산,2,33°33´35˝,33.5597222222222,126°48´52˝,126.814444444444,연안,2017,5,31,맑음,1,0,16.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8005,조천,1,33°33´35˝,33.5597222222222,126°48´52˝,126.814444444444,연안,2017,5,31,맑음,1,0,17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8183,제주,5,33°17´34˝,33.2927777777778,126°50´15˝,126.8375,연안,2017,4,5,맑음,1,0,15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8184,한림,1,33°27´54˝,33.465,126°18´39˝,126.310833333333,연안,2017,4,5,맑음,1,0,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8186,한림,5,33°16´47˝,33.2797222222222,126°50´32˝,126.842222222222,연안,2017,4,5,맑음,1,0,15.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8187,성산,2,33°33´35˝,33.5597222222222,126°48´52˝,126.814444444444,연안,2017,4,5,맑음,1,0,14.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8188,조천,1,33°33´35˝,33.5597222222222,126°48´52˝,126.814444444444,연안,2017,4,5,맑음,1,0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
